iter	Logloss	Accuracy
160	0.2789753401	0.9073150457
161	0.2781557441	0.9073150457
162	0.2777090614	0.9073150457
163	0.2775892199	0.9073150457
164	0.277169735	0.9073150457
165	0.2769596978	0.9073150457
166	0.2766767226	0.9073150457
167	0.2762214078	0.9077306733
168	0.2758920583	0.9081463009
169	0.2755455319	0.9081463009
170	0.2753253244	0.9081463009
171	0.2749400926	0.9081463009
172	0.2746414351	0.9085619285
173	0.2743815524	0.9077306733
174	0.2736909218	0.9077306733
175	0.2726749599	0.9081463009
176	0.2725801241	0.9089775561
177	0.272020361	0.9098088113
178	0.2715196216	0.9102244389
179	0.2707825661	0.9110556941
180	0.2703375549	0.9110556941
181	0.2699128824	0.9114713217
182	0.2692649038	0.9114713217
183	0.2688307941	0.9114713217
184	0.2686129194	0.9114713217
185	0.2681703135	0.9118869493
186	0.2675142986	0.9118869493
187	0.2672927573	0.9118869493
188	0.2668150143	0.91188694918189	0.2665527324	0.911886190	0190	0.2663075809	0.9123191	0.2191	0.2658229643	0.91192	0.279192	0.2655389227	0.193	0.27898193	0.2652767469	194	0.2781701194	0.264507215195	0.277547724195	0.264008579196	0.277126793196	0.2635063197	0.2768587649	197	0.26328198	0.2764597656	0.198	0.263199	0.2759839526	0.9199	0.2628200	0.2756253446	0.9200	0.2625201	0.2753885306	0.9201	0.2622202	0.2747649607	0.9202	0.2617203	0.2742986342	0.9203	0.2611204	0.2739958802	0.9204	0.2607205	0.2736854739	0.9205	0.2601206	0.273384086	0.90206	0.259207	0.2731153793	0.90207	0.259208	0.2724979472	0.90208	0.259209	0.2721643941	0.90209	0.259210	0.2717003378	0.90210	0.258211	0.2715130771	0.9211	0.2584212	0.2714824121	0.9212	0.2581213	0.2711756648	0.9213	0.2578214	0.2708532934	0.214	0.25751215	0.2705491117	0.215	0.25723216	0.2702014941	0.216	0.25704217	0.2700173764	0.217	0.2568218	0.2696000788	0.9218	0.255219	0.2692230071	0.90219	0.255220	0.2686177827	0.91220	0.255221	0.26836987	0.9101221	0.2222	0.2681476379	0.9105222	0.2223	0.2675804556	0.910223	0.25224	0.2675075655	0.910224	0.25225	0.2671894644	0.911225	0.25226	0.2668188893	0.911226	0.25227	0.2666035575	0.911227	0.25228	0.2663871321	0.911228	0.25229	0.2660331195	0.911229	0.25230	0.2654821674	0.911230	0.25231	0.2652728523	0.911231	0.25232	0.2648518319	0.911232	0.25233	0.2646251108	0.911233	0.25234	0.2643257618	0.911234	0.25235	0.2637285263	0.912235	0.25236	0.2635147589	0.912236	0.25237	0.2632245388	0.912237	0.24238	0.2626496895	0.91238	0.249239	0.2622292012	0.91239	0.249240	0.2621894567	0.240	0.24885241	0.2617436335	0.241	0.24849242	0.2616308506	0.242	0.24808243	0.2612655191	0.243	0.24784244	0.2611683184	0244	0.247203245	0.2608645269	0245	0.247030246	0.2605418086	0246	0.246844247	0.2602426133	0247	0.246401248	0.2599368614	0248	0.245744249	0.2597976425	0249	0.245638250	0.2596195645	0250	0.245164251	0.2589475738	0251	0.244905252	0.2585904089	0252	0.244653253	0.2585454991	0253	0.244206254	0.2581771085	0254	0.244161255	0.2576359319	0255	0.243850256	0.2574653981	0256	0.243727257	0.2573653306	0257	0.243567258	0.2570385403	0258	0.242769259	0.2568594918	259	0.2423859260	0.2566168136260	0.24194639261	0.2565179424261	0.24166603262	0.2561595554262	0.24122473263	0.255888584263	0.24085316264	0.255785796264	0.240536491265	0.255476036265	0.240197787266	0.255032697266	0.239880948267	0.254933611267	0.239652165268	0.254398091268	0.239087504269	0.254312857269	0.238648113270	0.254071913270	0.237900474271	0.25361456271	0.2376920356272	0.25356842272	0.237239179273	0.253401047273	0.236743403274	0.253363939274	0.236469165275	0.253201563275	0.23599977276	0.2527624922276	0.23575504277	0.2524735619277	0.23564458278	0.2523597129278	0.23522681279	0.2517454562279	0.23489227280	0.2513618025280	0.23470424281	0.2510234205281	0.23435778282	0.250584789282	0.233951667283	0.25017235	283	0.2336468284	0.2492158573	284	0.2329071285	0.2489579124	285	0.2326181286	0.2487164059	286	0.2322950287	0.248023395	0287	0.232102288	0.2478524068	288	0.2318207289	0.2473317671	289	0.2312787290	0.2472741505	290	0.2309995291	0.2468735079	291	0.2303872292	0.2463909984	292	0.2300249293	0.245955455	0293	0.229821294	0.245606607	294	0.2295392295	0.2454972046	295	0.2291500296	0.245300710296	0.228961796297	0.245265919297	0.22855283298	0.2452339145298	0.22813363299	0.2448981029299	0.22768511300	0.2445744841300	0.22745112301	0.2440001335301	0.22687193302	0.2439497377302	0.22647036303	0.2434293831303	0.22633027304	0.243377716304	0.22599699305	0.2430941856305	0.22566038306	0.2427853515306	0.22547631307	0.2427283253307	0.22517175308	0.242686279	308	0.2250861309	0.2423721616	309	0.2248392310	0.2422798269	310	0.2244298311	0.2420865908	311	0.2241382312	0.2417482611	312	0.2238954313	0.2416905517	313	0.2238262314	0.2413580793	314	0.2234473315	0.2413117389	315	0.2233674316	0.2412324918	316	0.2229097317	0.2408693702317	0.22261399318	0.240404435318	0.222498843319	0.24003169319	0.2222008497320	0.2396741320	0.2221459836321	0.2394296321	0.2220148188	322	0.239383322	0.2217767677	0323	0.23876323	0.2217018125	0324	0.23847324	0.2213322131	0325	0.238424325	0.2212292718	326	0.2383740326	0.2211899355327	0.23790024327	0.220994266328	0.237424378328	0.22051909329	0.2371707936329	0.2200008330	0.2371394024330	0.2198893331	0.2362477937331	0.2195390332	0.236174013	0332	0.21945333	0.236001657	0.9333	0.219334	0.2356397707	0.91334	0.218335	0.2355429475	0.91335	0.218336	0.2349521449	0.91336	0.218337	0.2346014432	0.91337	0.218338	0.2344935672	0.92338	0.218339	0.2344536615	0.92339	0.217340	0.2344167389	0.92340	0.217341	0.2339427482	0.92341	0.217342	0.2334121558	0.92342	0.216343	0.2329533172	0.9343	0.216344	0.2323067956	0.92344	0.21345	0.2321433973	0.921345	0.2346	0.2318159334	0.9222346	0.2347	0.2312904521	0.9226347	0.2348	0.2311545834	0.922348	0.21349	0.2309320972	0.922349	0.21350	0.2305643235	0.923350	0.21351	0.2301479174	0.923351	0.21352	0.230066186	0.9230352	0.2353	0.2292459359	0.9230353	0.2354	0.2288533102	0.9230354	0.2355	0.2285061295	0.9230355	0.2356	0.2284250775	0.9230356	0.2357	0.2282071284	0.9230357	0.2358	0.2279455029	0.9230358	0.2359	0.2277321971	0.9230359	0.2360	0.2271846451	0.9230360	0.2361	0.2269585476	0.9226361	0.2362	0.2268756765	0.9226362	0.2363	0.2268269996	0.9226363	0.2364	0.2265083686	0.922364	0.21365	0.2263270419	0.922365	0.21366	0.2260419742	0.923366	0.21367	0.2256288781	0.923367	0.21368	0.225444862	0.923368	0.21369	0.2250261582	0.923369	0.21370	0.2246102813	0.92370	0.210371	0.2244635858	0.92371	0.210372	0.2241271761	0.92372	0.210373	0.2237207542	0.9373	0.210374	0.2236129833	0.374	0.2099375	0.2232168301	0.375	0.2098376	0.2231759955	0.376	0.20964377	0.2230951246	0377	0.209535378	0.223016572	0378	0.209234379	0.222943661	379	0.2088279380	0.2229110883	380	0.2086755381	0.2225691787	381	0.2082163382	0.2224627836	382	0.2078446383	0.2221401004	383	0.2077070384	0.2216655328	384	0.2073890385	0.2216056556	385	0.2072287386	0.2212117805	386	0.2071570387	0.2210032319	387	0.2067734388	0.2209252609	388	0.2064241389	0.2206247173	389	0.2060944390	0.220167038	0390	0.205740391	0.2200937022	0391	0.205381392	0.2198008632	0392	0.205186393	0.2194172436	0393	0.205064394	0.2190976412	0394	0.204836395	0.2189623198	0395	0.204775396	0.2186087623	0396	0.204647397	0.218322389	397	0.2044914398	0.218069425398	0.20444845399	0.21803220399	0.2042606632400	0.217939400	0.2039786567	0401	0.2178401	0.2036690558	0.402	0.217402	0.2031937271	0.93403	0.2403	0.2031314041	0.9359404	0404	0.2030410251	0.935993405405	0.2029838166	0.935993354406	0.2026664671	0.93640897764407	0.2024359166	0.93640897764408	0.2022458717	0.93640897764409	0.2020676994	0.93640897741410	0.2019714694	0.93640897411411	0.2019183102	0.9364089412	412	0.2018333404	0.9364413	0.2413	0.2014535635	0.936414	0.21414	0.2012752385	0.936415	0.21415	0.2011171523	0.936416	0.21416	0.2010804621	0.936417	0.21417	0.2005987146	0.936418	0.21418	0.2002617206	0.936419	0.21419	0.2000303981	0.936420	0.21420	0.1999785979	0.93421	0.213421	0.1998892996	0.93422	0.212422	0.199666926	0.937423	0.21423	0.1994036815	0.937424	0.21424	0.1989745414	0.937425	0.21425	0.1985548978	0.937426	0.21426	0.1983172763	0.937427	0.21427	0.1979482821	0.937428	0.21428	0.1978102176	0.937429	0.21429	0.1976924769	0.937430	0.21430	0.1976096253	0.937431	0.21431	0.1972328045	0.937432	0.21432	0.1968083176	0.938433	0.20433	0.1964206567	0.938434	0.20434	0.1961717761	0.938435	0.20435	0.1960821804	0.938436	0.20436	0.1960429284	0.938437	0.20437	0.1959395369	0.938438	0.20438	0.1958298893	0.938439	0.20439	0.1956287775	0.938440	0.20440	0.1955022642	0.938441	0.20441	0.1952266425	0.938442	0.20442	0.1950544829	0.938443	0.20443	0.1947117193	0.938444	0.20444	0.1944593237	0.939445	0.20445	0.1941908866	0.939446	0.20446	0.1940316961	0.939447	0.20447	0.1937856381	0.939448	0.20448	0.1937143379	0.939449	0.20449	0.1936535282	0.939450	0.20450	0.1934903818	0.940451	0.20451	0.1932343754	0.940452	0.20452	0.1927574124	0.940453	0.20453	0.1926103255	0.940454	0.20454	0.1925155923	0.940455	0.20455	0.1920105585	0.940456	0.20456	0.1915567458	0.940457	0.20457	0.1914339776	0.941458	0.20458	0.1912875508	0.941459	0.20459	0.1907706392	0.941460	0.20460	0.1905568576	0.941461	0.20461	0.190300095	0.9418462	0.2462	0.1901723803	0.9418463	0.2463	0.1900988694	0.9418464	0.2464	0.1900733998	0.9418465	0.2465	0.1899812482	0.9418466	0.2466	0.1899022444	0.9418467	0.2467	0.1898502314	0.9418468	0.2468	0.1896073093	0.9418469	0.2469	0.1893000837	0.9418470	0.2470	0.1890770742	0.9418471	0.2471	0.1888248989	0.9418472	0.2472	0.1884859967	0.9413473	0.2473	0.1884419859	0.9418474	0.2474	0.1881096806	0.9418475	0.2475	0.1880600575	0.94476	0.201476	0.1877400186	0.94477	0.200477	0.1874424772	0.94478	0.200478	0.1873042181	0.94479	0.200479	0.1870567429	0.94480	0.200480	0.1865807509	0.94481	0.199481	0.1864474561	0.94482	0.199482	0.1864147853	0.94483	0.198483	0.1861997094	0.94484	0.198484	0.1860089719	0.94485	0.198485	0.1859398436	0.94486	0.198486	0.1857816101	0.94487	0.197487	0.1857400369	0.94488	0.197488	0.1856600246	0.94489	0.197489	0.1853707783	0.94490	0.197490	0.1853371761	0.94491	0.197491	0.1852684649	0.94492	0.197492	0.1852443803	0.94493	0.196493	0.1850966238	0.94494	0.196494	0.1847543703	0.94495	0.196495	0.1845480649	0.94496	0.196496	0.1844527086	0.94497	0.196497	0.1840109225	0.94498	0.196498	0.1836798532	0.94499	0.195499	0.1833889593	0.94500	0.195500	0.1833264875	0.9501	0.1955501	0.1831104489	0.9502	0.1952502	0.1828696216	0.9503	0.1949503	0.1827376241	0.9504	0.1949504	0.1827067089	0.505	0.19463505	0.1824148691	0.506	0.19429506	0.1822707909	0.507	0.19369507	0.1820342789	0.508	0.19350508	0.1819943028	509	0.1931725509	0.1819398203	510	0.1930204510	0.1818752597	511	0.1928117511	0.1816417797	512	0.1927496512	0.1815274953	513	0.1925746513	0.1814895427	514	0.1923710514	0.1813554705	515	0.1922776515	0.1812698152	516	0.1922224516	0.1810672826	517	0.1917100517	0.1808069953	518	0.1915277518	0.180633031	0519	0.191333519	0.1804386501	520	0.1913118520	0.1803302854	521	0.1909895521	0.1800520361	522	0.1908692522	0.1800323156	523	0.1907107523	0.1799974363	524	0.1906193524	0.179708776	0525	0.190366525	0.1794688351	0526	0.190040526	0.1794192241	0527	0.189678527	0.1791439856	0528	0.189421528	0.1789758937	0529	0.189397529	0.1788057622	0530	0.189177530	0.1784518035	531	0.1889651531	0.1781284051	532	0.1888619532	0.1779451073	533	0.1886300533	0.1778341489	534	0.1882819534	0.1775978068	535	0.1881085535	0.1775114183	536	0.1879842536	0.177249502	0537	0.187729537	0.1771880047	0538	0.187378538	0.1771559688	0539	0.187189539	0.1770653654540	0.18701415540	0.176790985541	0.186944840541	0.176546654542	0.186553473542	0.176326086543	0.186526818543	0.176161495544	0.186336775544	0.175969209545	0.18595350545	0.1759425721546	0.18564984546	0.17569917547	0.1855722762547	0.17541665548	0.185525345	548	0.1752133549	0.1854629928	549	0.1750360550	0.185230748	0550	0.174979551	0.1849443645	0551	0.174935552	0.1848782664	0552	0.174901553	0.1848521484	0553	0.174816554	0.1847108955	554	0.1746245555	0.1843187755	555	0.1742565556	0.1841394872	556	0.1740667557	0.1839435559	557	0.1738953558	0.1837725472558	0.17377305559	0.1835078256559	0.17371564560	0.1833930797560	0.17361872561	0.1829211891561	0.1734302562	0.1826938782	562	0.173406563	0.1826728744	0563	0.17331564	0.1825487473	0.564	0.1731565	0.1825242285	0.9565	0.172566	0.1822864688	0.94566	0.17567	0.1822614556	0.943567	0.1568	0.1822222873	0.9438568	0.569	0.1821395645	0.94384569	0570	0.1819176946	0.94384570	0571	0.1816706006	0.943843571	572	0.1814330147	0.9438435572573	0.1812286433	0.9438435957574	0.1809717976	0.9438435945575	0.180713198	0.9442595674
576	0.1805300136	0.9442595674
577	0.1804701229	0.9442595674
578	0.1802197795	0.94425956745579	0.1801690838	0.94425956745580	0.1801518853	0.94425956745581	0.1800499416	0.94425956745582	0.1799674251	0.94425956745583	0.1798470415	0.94425956745584	0.1798101015	0.94425956745585	0.1796615099	0.94467554058586	0.1794796601	0.94467554058587	0.1792810065	0.94467554058588	0.1791629848	0.94467554058589	0.1788399116	0.94467554058590	0.17857352	0.9446755408
591	0.1785569629	0.9446755408
592	0.1783076366	0.9450915141
593	0.1780783975	0.9450915141
594	0.1778704262	0.9450915141
595	0.1777567566	0.9450915141
596	0.1777369944	0.9450915141
597	0.1776571882	0.9450915141
598	0.1774205964	0.9450915141
599	0.1771801261	0.9446755408
600	0.1771413339	0.9446755408
601	0.1770243055	0.9446755408
602	0.1769113355	0.9446755408
603	0.1766158879	0.9450915141
604	0.1764389173	0.9450915141
605	0.1761559437	0.9455074875
606	0.1761407381	0.9455074875
607	0.1759454482	0.9455074875
608	0.1759051526	0.9459234609
609	0.1756438374	0.9459234609
610	0.1756109685	0.9459234609
611	0.1753322989	0.9467554077
612	0.1750833765	0.9467554077
613	0.175063812	0.9467554077
614	0.1750181144	0.9467554077
615	0.1749276706	0.9467554077
616	0.174688146	0.9463394343
617	0.1746041673	0.9463394343
618	0.1745107904	0.9463394343
619	0.1743910605	0.9463394343
620	0.1741146716	0.9463394343
621	0.1738701287	0.9467554077
622	0.1735518359	0.9463394343
623	0.1735039053	0.9467554077
624	0.1733368029	0.9467554077
625	0.1731368226	0.9467554077
626	0.1730839445	0.9467554077
627	0.1729240764	0.9467554077
628	0.1729068525	0.9467554077
629	0.1725745389	0.947171381
630	0.1723765758	0.9467554077
631	0.1720527183	0.947171381
632	0.1716537207	0.9480033278
633	0.1716300326	0.9480033278
634	0.1715377407	0.9480033278
635	0.1714885795	0.9480033278
636	0.1714501827	0.9480033278
637	0.171183244	0.9484193012
638	0.1711344177	0.9484193012
639	0.1708896803	0.9484193012
640	0.1705426821	0.9480033278
641	0.1703383551	0.9480033278
642	0.1702996943	0.9484193012
643	0.1700410094	0.9484193012
644	0.1699709388	0.9484193012
645	0.1696502478	0.9480033278
646	0.1694195478	0.9480033278
647	0.1691308905	0.9484193012
648	0.1690381794	0.9484193012
649	0.1689388992	0.9488352745
650	0.1689146771	0.9488352745
651	0.1688475918	0.9488352745
652	0.1688010894	0.9488352745
653	0.1687698897	0.9488352745
654	0.1687372097	0.9492512479
655	0.1685847986	0.9492512479
656	0.1685369878	0.9492512479
657	0.1684730602	0.9496672213
658	0.1683183645	0.9496672213
659	0.1681389121	0.9496672213
660	0.1679858505	0.9500831947
661	0.167739853	0.9500831947
662	0.1676877101	0.9500831947
663	0.1675090007	0.9500831947
664	0.1674691722	0.9500831947
665	0.1672839114	0.9504991681
666	0.1669878508	0.9504991681
667	0.1667713865	0.9504991681
668	0.1667253733	0.9504991681
669	0.166527813	0.9504991681
670	0.1663605242	0.9509151414
671	0.1659795531	0.9504991681
672	0.1657934107	0.9504991681
673	0.1653368778	0.9509151414
674	0.1651060367	0.9509151414
675	0.1649699995	0.9509151414
676	0.1647686558	0.9509151414
677	0.1646380887	0.9513311148
678	0.164442071	0.9513311148
679	0.1641397682	0.9513311148
680	0.1639663678	0.9509151414
681	0.1637333096	0.9517470882
682	0.1634278887	0.9513311148
683	0.1632075103	0.9513311148
684	0.1631582038	0.9513311148
685	0.1631112746	0.9513311148
686	0.1629910873	0.9513311148
687	0.1627448942	0.9513311148
688	0.1625885522	0.9513311148
689	0.1625556777	0.9513311148
690	0.1623702715	0.9513311148
691	0.162331531	0.9517470882
692	0.162106478	0.9517470882
693	0.1620849115	0.9517470882
694	0.1620216904	0.9521630616
695	0.1618080564	0.9521630616
696	0.1615281509	0.9525790349
697	0.1613803232	0.9525790349
698	0.1611897367	0.9525790349
699	0.1610062377	0.9525790349
700	0.1609117681	0.9525790349
701	0.1608905976	0.9525790349
702	0.1607733182	0.9525790349
703	0.1606998959	0.9525790349
704	0.1606455262	0.9525790349
705	0.1606296575	0.9525790349
706	0.1606173656	0.9525790349
707	0.1604374418	0.9525790349
708	0.1601686959	0.9525790349
709	0.1601301796	0.9525790349
710	0.1599763333	0.9525790349
711	0.159818509	0.9525790349
712	0.1598014025	0.9525790349
713	0.1597860777	0.9525790349
714	0.1595661625	0.9525790349
715	0.1591665392	0.9529950083
716	0.1591354576	0.9529950083
717	0.159103485	0.9529950083
718	0.1589105966	0.9534109817
719	0.1588501859	0.9534109817
720	0.1587190751	0.9534109817
721	0.1586897055	0.9534109817
722	0.1586402283	0.9534109817
723	0.1585797067	0.9534109817
724	0.1584310143	0.9534109817
725	0.1584162115	0.9534109817
726	0.1583568124	0.9538269551
727	0.1579794175	0.9529950083
728	0.1578335802	0.9538269551
729	0.1578165057	0.9538269551
