iter	Logloss	Accuracy
253	0.1612643421	0.9515890613
254	0.1611812309	0.9519586105
255	0.1604056002	0.9523281596
256	0.1597135911	0.9523281596
257	0.15935783	0.9523281596
258	0.1592732695	0.9523281596
259	0.1589029067	0.9523281596
260	0.1586159874	0.9523281596
261	0.1575551574	0.9526977088
262	0.1563399012	0.9530672579
263	0.1561841358	0.9530672579
264	0.1557556738	0.9534368071
265	0.1551746868	0.9538063562
266	0.1547471345	0.9538063562
267	0.1542949355	0.9545454545
268	0.1538778636	0.9541759054
269	0.1536677827	0.9549150037
270	0.1533954525	0.9549150037
271	0.1530446853	0.9545454545
272	0.1529852317	0.9545454545
273	0.1526633044	0.9549150037
274	0.1525599704	0.9549150037
275	0.152224964	0.9549150037
276	0.151927396	0.9549150037
277	0.1517459716	0.9549150037
278	0.1516001128	0.9549150037
279	0.1511329869	0.9552845528
280	0.1506348057	0.955654102
281	0.150579267	0.955654102
282	0.150535725	0.955654102
283	0.1505048736	0.955654102
284	0.15022487	0.955654102
285	0.1501470144	0.9560236511
286	0.1499569175	0.9560236511
287	0.1495574135	0.9560236511
288	0.1493825196	0.955654102
289	0.1492689349	0.9560236511
290	0.1492061471	0.9560236511
291	0.148748918	0.9563932003
292	0.1485834791	0.9563932003
293	0.148025921	0.9563932003
294	0.1479039227	0.9563932003
295	0.1474270941	0.9575018477
296	0.1472255591	0.9578713969
297	0.1464355715	0.9578713969
298	0.14638608	0.9578713969
299	0.1461875475	0.958240946
300	0.1461460481	0.958240946
301	0.1455164878	0.9586104952
302	0.1454857041	0.9586104952
303	0.1450801481	0.9586104952
304	0.1446533887	0.958240946
305	0.1445987985	0.958240946
306	0.1445726627	0.958240946
307	0.144524474	0.958240946
308	0.1441599178	0.958240946
309	0.1441357145	0.958240946
310	0.1437521366	0.958240946
311	0.1437141073	0.958240946
312	0.143619978	0.958240946
313	0.1434022464	0.958240946
314	0.1430354725	0.958240946
315	0.1425693584	0.9586104952
316	0.1421861166	0.9589800443
317	0.1417608357	0.9589800443
318	0.1414318878	0.9589800443
319	0.1409680689	0.9593495935
320	0.1406217964	0.9593495935
321	0.1403926657	0.9593495935
322	0.140041477	0.9600886918
323	0.1394771947	0.9608277901
324	0.1391535288	0.9611973392
325	0.1387465511	0.9619364375
326	0.1387219491	0.9619364375
327	0.1386827536	0.9619364375
328	0.138389027	0.9623059867
329	0.1382746284	0.9623059867
330	0.1375361594	0.9619364375
331	0.137395506	0.9623059867
332	0.1372038025	0.9623059867
333	0.1366471363	0.9626755358
334	0.1365587026	0.9626755358
335	0.1363466146	0.9626755358
336	0.1360354886	0.9626755358
337	0.1358288256	0.9626755358
338	0.1355457844	0.9626755358
339	0.1351152358	0.963045085
340	0.1350862811	0.963045085
341	0.1350627893	0.963045085
342	0.134816892	0.963045085
343	0.1343089117	0.963045085
344	0.1342856329	0.963045085
345	0.1337932273	0.9626755358
346	0.1335212476	0.963045085
347	0.133477083	0.963045085
348	0.1330521582	0.9626755358
349	0.132744304	0.9626755358
350	0.132459122	0.9626755358
351	0.1318827747	0.9626755358
352	0.1317491548	0.963045085
353	0.1317083991	0.963045085
354	0.1314904489	0.963045085
355	0.1312102247	0.963045085
356	0.1308691125	0.963045085
357	0.1308274413	0.963045085
358	0.1306708246	0.9634146341
359	0.1299533172	0.9641537324
360	0.1299344627	0.9641537324
361	0.129893667	0.9641537324
362	0.1296370739	0.9645232816
363	0.1292808223	0.9645232816
364	0.1292393368	0.9645232816
365	0.1292192127	0.9645232816
366	0.1290817447	0.9645232816
367	0.1282858562	0.9648928307
368	0.1282668058	0.9648928307
369	0.1280685233	0.9652623799
370	0.1279735196	0.9652623799
371	0.1278441281	0.9652623799
372	0.1276715077	0.9652623799
373	0.1274787861	0.9652623799
374	0.1272556532	0.9652623799
375	0.1269544298	0.9652623799
376	0.1267284207	0.9652623799
377	0.1264079642	0.9648928307
378	0.126108358	0.9648928307
379	0.1257941714	0.9648928307
380	0.1256015953	0.965631929
381	0.1255605799	0.965631929
382	0.125070656	0.965631929
383	0.124863366	0.965631929
384	0.1248450888	0.965631929
385	0.1247934079	0.965631929
386	0.1242519134	0.965631929
387	0.1240369758	0.9660014782
388	0.1240195931	0.9660014782
389	0.1237339512	0.9663710273
390	0.1237150887	0.9663710273
391	0.1236043174	0.9663710273
392	0.123519791	0.9663710273
393	0.1230680859	0.9663710273
394	0.1229315325	0.9663710273
395	0.1224380649	0.9663710273
396	0.1223491517	0.9663710273
397	0.1220938867	0.9663710273
398	0.121801461	0.9671101256
399	0.1217546066	0.9671101256
400	0.1216976661	0.9674796748
401	0.121307122	0.9671101256
402	0.1211696766	0.9671101256
403	0.1210676637	0.9674796748
404	0.1207628794	0.9682187731
405	0.1205739087	0.9682187731
406	0.1198817645	0.9685883222
407	0.1196016451	0.9685883222
408	0.119241732	0.9682187731
409	0.1191751074	0.9682187731
410	0.1191591821	0.9682187731
411	0.1190732479	0.9682187731
412	0.1188334952	0.9682187731
413	0.1187771485	0.9685883222
414	0.1185598529	0.9689578714
415	0.1180059813	0.9689578714
416	0.1179782615	0.9689578714
417	0.1179623096	0.9689578714
418	0.1177527988	0.9693274205
419	0.117533535	0.9693274205
420	0.1175179592	0.9693274205
421	0.1175025734	0.9693274205
422	0.117390773	0.9693274205
423	0.1172477088	0.9693274205
424	0.1170051751	0.9693274205
425	0.1167203072	0.9693274205
426	0.1162858118	0.9693274205
427	0.1159418461	0.9693274205
428	0.1156444594	0.9693274205
429	0.1154147571	0.9693274205
430	0.1153240913	0.9696969697
431	0.1153107762	0.9696969697
432	0.1150387887	0.9696969697
433	0.1148579938	0.970436068
434	0.1148198811	0.970436068
435	0.1143774875	0.9700665188
436	0.114293471	0.9700665188
437	0.1142699449	0.9700665188
438	0.1140595755	0.9700665188
439	0.113625897	0.9700665188
440	0.1130788297	0.9696969697
441	0.1128305985	0.9696969697
442	0.1125954114	0.9700665188
443	0.1124309735	0.9700665188
444	0.1120544111	0.970436068
445	0.1118659566	0.9708056171
446	0.1117538035	0.9708056171
447	0.111681939	0.9711751663
448	0.1116543665	0.9711751663
449	0.1113971768	0.9711751663
450	0.1113733382	0.9715447154
451	0.1111112363	0.9719142646
452	0.1109886201	0.9719142646
453	0.1107125085	0.9719142646
454	0.11069814	0.9719142646
455	0.1104833241	0.9719142646
456	0.1104696522	0.9719142646
457	0.1101691629	0.9722838137
458	0.1100413136	0.9722838137
459	0.1098154514	0.9719142646
460	0.1096746161	0.9719142646
461	0.1095179901	0.9722838137
462	0.1094577991	0.9722838137
463	0.1093346794	0.9722838137
464	0.1090900522	0.9722838137
465	0.1089581026	0.9726533629
466	0.1089245431	0.9726533629
467	0.1089070808	0.9726533629
468	0.108739371	0.9726533629
469	0.1083658002	0.9726533629
470	0.1082059538	0.973022912
471	0.1079038315	0.973022912
472	0.1075853711	0.9733924612
473	0.1074169147	0.9733924612
474	0.1071093061	0.9737620103
475	0.1070294576	0.9737620103
476	0.1066647874	0.9737620103
477	0.1065303077	0.9737620103
478	0.1065172918	0.9737620103
479	0.1063813595	0.9737620103
480	0.1059464041	0.9737620103
481	0.1056764837	0.9741315595
482	0.1056646214	0.9741315595
483	0.1053605328	0.9741315595
484	0.1052358028	0.9741315595
485	0.1050857395	0.9745011086
486	0.1049189952	0.9745011086
487	0.104767268	0.9745011086
488	0.1046007353	0.9745011086
489	0.1042003245	0.9745011086
490	0.1041888736	0.9745011086
491	0.1041763739	0.9745011086
492	0.1039442457	0.9748706578
493	0.1037932625	0.9748706578
494	0.1037183213	0.9748706578
495	0.1033745379	0.9752402069
496	0.1032471183	0.9752402069
497	0.1031535308	0.9752402069
498	0.1030353269	0.9752402069
499	0.1029107194	0.9752402069
500	0.1028988761	0.9752402069
501	0.1028541783	0.9752402069
502	0.1028033992	0.9752402069
503	0.1027482622	0.9752402069
504	0.1026868702	0.9752402069
505	0.102313018	0.9748706578
506	0.1020709096	0.9752402069
507	0.1019134286	0.9752402069
508	0.1017380781	0.9752402069
509	0.1016159966	0.9752402069
510	0.1012788186	0.9752402069
511	0.1010610149	0.9756097561
512	0.1007690319	0.9763488544
513	0.100693439	0.9763488544
514	0.1006246215	0.9759793052
515	0.1003620905	0.9759793052
516	0.1002691667	0.9759793052
517	0.1002581067	0.9759793052
518	0.1001500781	0.9763488544
519	0.09979555486	0.9763488544
520	0.09941247334	0.977827051
521	0.09939992816	0.977827051
522	0.09908348514	0.9774575018
523	0.09892949317	0.977827051
524	0.09884280842	0.977827051
525	0.09870562093	0.977827051
526	0.09866862362	0.977827051
527	0.09848645986	0.9774575018
528	0.09829355456	0.977827051
529	0.09828336884	0.977827051
530	0.09824434033	0.977827051
531	0.09816566487	0.977827051
532	0.09803952014	0.977827051
533	0.09792514344	0.977827051
534	0.09786788963	0.9781966001
535	0.09758230872	0.9785661493
536	0.09757254535	0.9785661493
537	0.09756301605	0.9785661493
538	0.09746724856	0.9785661493
539	0.09744457362	0.9785661493
540	0.0972890802	0.9789356984
541	0.09727882258	0.9789356984
542	0.0972026651	0.9789356984
543	0.09696442567	0.9789356984
544	0.09675900365	0.9789356984
545	0.09657186084	0.9793052476
546	0.09630550279	0.9793052476
547	0.09606369581	0.9793052476
548	0.09591906891	0.9789356984
549	0.09585050407	0.9789356984
550	0.09537675196	0.9800443459
551	0.09536648122	0.9800443459
552	0.0952528246	0.9800443459
553	0.09508601893	0.9793052476
554	0.09497844035	0.9793052476
555	0.09495741567	0.9793052476
556	0.09494854631	0.9793052476
557	0.09453892168	0.9796747967
558	0.09442721859	0.9793052476
559	0.0941939685	0.9793052476
560	0.09399423287	0.9793052476
561	0.09373545178	0.9796747967
562	0.09365044948	0.9796747967
563	0.09354972421	0.9796747967
564	0.09328022787	0.9800443459
565	0.0932528288	0.9800443459
566	0.09288551261	0.9800443459
567	0.09286246748	0.9800443459
568	0.09282025158	0.980413895
569	0.09263362531	0.980413895
570	0.09257585037	0.980413895
571	0.09243475649	0.980413895
572	0.09220523075	0.980413895
573	0.09217682399	0.980413895
574	0.09197039939	0.9807834442
575	0.09179164859	0.9807834442
576	0.0916250311	0.9811529933
577	0.09154576577	0.9815225425
578	0.09129985825	0.9815225425
579	0.09087509068	0.9815225425
580	0.09080836883	0.9815225425
581	0.09075692667	0.9815225425
582	0.09065178969	0.9815225425
583	0.09064307356	0.9815225425
584	0.09045088706	0.9818920916
585	0.0904425581	0.9818920916
586	0.090310524	0.9818920916
587	0.09028308363	0.9818920916
588	0.09025113427	0.9818920916
589	0.09021114741	0.9818920916
590	0.08988845814	0.9818920916
591	0.08963812396	0.9822616408
592	0.08947492931	0.9822616408
593	0.08937873937	0.9822616408
594	0.08923436952	0.9822616408
595	0.08922168308	0.9822616408
596	0.08905389845	0.9822616408
597	0.08904165964	0.9822616408
598	0.08895059349	0.9822616408
599	0.08894250842	0.9822616408
600	0.08887829588	0.9822616408
601	0.08870500753	0.9822616408
602	0.08849217805	0.9822616408
603	0.08848440527	0.9822616408
604	0.08832200505	0.9822616408
605	0.0880056317	0.9822616408
606	0.08794759322	0.9822616408
607	0.08780499022	0.9822616408
608	0.08776631709	0.9822616408
609	0.08759722178	0.9822616408
610	0.08758574586	0.9822616408
611	0.08749430957	0.9822616408
612	0.08748718514	0.9822616408
613	0.08747940667	0.9822616408
614	0.0874122674	0.9822616408
615	0.08708672015	0.9822616408
616	0.08698223273	0.9822616408
617	0.08675432925	0.9822616408
618	0.08653555698	0.9822616408
619	0.08650716155	0.9822616408
620	0.08648571506	0.9822616408
621	0.08633790697	0.9822616408
622	0.08613938443	0.9822616408
623	0.08613227658	0.9822616408
624	0.0861179504	0.9822616408
625	0.08602478923	0.9822616408
626	0.08595035076	0.9822616408
627	0.08575896974	0.9826311899
628	0.08574985114	0.9826311899
629	0.08572870151	0.9826311899
630	0.08571376774	0.9826311899
631	0.08558207636	0.9822616408
632	0.08554206053	0.9822616408
633	0.08553437552	0.9822616408
634	0.08552713272	0.9822616408
635	0.08551002722	0.9822616408
636	0.08534538221	0.9826311899
637	0.0852873759	0.9826311899
638	0.08496103927	0.9830007391
639	0.08495463364	0.9830007391
640	0.08490263915	0.9830007391
641	0.08462916522	0.9826311899
642	0.08450840266	0.9826311899
643	0.08437621813	0.9826311899
644	0.08430534527	0.9826311899
645	0.08405908276	0.9826311899
646	0.08379484696	0.9830007391
647	0.08369447885	0.9830007391
648	0.0836708606	0.9830007391
649	0.08359114517	0.9830007391
650	0.08344307394	0.9830007391
651	0.08314256289	0.9833702882
652	0.08313537033	0.9833702882
653	0.08283711298	0.9833702882
654	0.08278962901	0.9833702882
655	0.08262292478	0.9837398374
656	0.08261648117	0.9837398374
657	0.08255652494	0.9837398374
658	0.08247596853	0.9833702882
659	0.08246928149	0.9833702882
660	0.08238815871	0.9833702882
661	0.08216455385	0.9833702882
662	0.08186597489	0.9837398374
663	0.08172139158	0.9837398374
664	0.08166877536	0.9837398374
665	0.08146730719	0.9837398374
666	0.08128065322	0.9837398374
667	0.08114718417	0.9837398374
668	0.08109981279	0.9837398374
669	0.08104625764	0.9837398374
670	0.08088771038	0.9837398374
671	0.08071282005	0.9837398374
672	0.08054482865	0.9837398374
673	0.08027383545	0.9837398374
674	0.08005059354	0.9841093865
675	0.07989746621	0.9844789357
676	0.07978021113	0.9844789357
677	0.07977329931	0.9844789357
678	0.079702079	0.9844789357
679	0.079695619	0.9844789357
680	0.079609428	0.9844789357
681	0.07953422715	0.9844789357
682	0.07935464699	0.9844789357
683	0.07917253455	0.9841093865
684	0.07914825878	0.9848484848
685	0.0791224882	0.9844789357
686	0.07904381678	0.9844789357
687	0.07889783981	0.9844789357
688	0.0787796024	0.9848484848
689	0.07873388491	0.9848484848
690	0.07847512488	0.9848484848
691	0.07838391612	0.9848484848
692	0.07837761912	0.9848484848
693	0.07837124569	0.9848484848
694	0.07832316206	0.9848484848
695	0.07824777624	0.9848484848
696	0.07820551779	0.9848484848
697	0.0781283609	0.9848484848
698	0.07806039958	0.9848484848
699	0.07799390009	0.9848484848
700	0.07778895754	0.9848484848
701	0.07774139864	0.9848484848
702	0.07767081793	0.9848484848
703	0.0776567392	0.9848484848
704	0.07763596092	0.9848484848
705	0.07762994648	0.9848484848
706	0.07739047903	0.9848484848
707	0.07688501934	0.9848484848
708	0.07674572282	0.9848484848
709	0.07658347319	0.985218034
710	0.07657731802	0.985218034
711	0.07642806673	0.9848484848
712	0.07642132948	0.9848484848
713	0.07639893085	0.9848484848
714	0.07629811671	0.9848484848
715	0.07628806736	0.9848484848
716	0.07615077471	0.9848484848
717	0.07583325566	0.9848484848
718	0.07581243631	0.9848484848
719	0.07580672265	0.9848484848
720	0.07580111679	0.9848484848
721	0.07578182157	0.9848484848
722	0.07552106607	0.9848484848
723	0.07546585502	0.9848484848
724	0.07537563485	0.9848484848
725	0.07532805211	0.9848484848
726	0.07527944491	0.9848484848
727	0.07512600018	0.985218034
728	0.0749907833	0.985218034
729	0.07498444788	0.985218034
730	0.07497488	0.985218034
731	0.07495086956	0.985218034
732	0.07493263481	0.985218034
733	0.0746948168	0.985218034
734	0.07444395665	0.9855875831
735	0.07431043026	0.9855875831
736	0.07430433286	0.9855875831
737	0.0742715309	0.9855875831
738	0.07420436048	0.9855875831
739	0.0739769723	0.9855875831
740	0.07397139102	0.9855875831
741	0.07382989987	0.9855875831
742	0.07378307823	0.9855875831
743	0.07365126706	0.9855875831
744	0.07363465742	0.9855875831
745	0.07343306389	0.985218034
746	0.07335288399	0.985218034
747	0.07331997271	0.985218034
748	0.07331134551	0.985218034
749	0.0731949428	0.985218034
750	0.07318909953	0.985218034
751	0.07298029831	0.985218034
752	0.07290356325	0.985218034
753	0.07289880603	0.985218034
754	0.07285145905	0.985218034
755	0.07272613762	0.985218034
756	0.07272048855	0.985218034
757	0.07263108577	0.9855875831
758	0.07262590529	0.9855875831
759	0.0723606631	0.9855875831
760	0.07235568069	0.9855875831
761	0.07222284421	0.9855875831
762	0.07201861189	0.9855875831
763	0.07199804526	0.9855875831
764	0.07186579666	0.9855875831
765	0.07184557266	0.9855875831
766	0.07180884755	0.9855875831
767	0.07180405764	0.9855875831
768	0.07173872242	0.9855875831
769	0.07163548392	0.9855875831
770	0.07154698785	0.9855875831
771	0.0714689542	0.9855875831
772	0.07146429595	0.9855875831
773	0.07145947928	0.9855875831
774	0.07145492876	0.9855875831
775	0.07142936448	0.9855875831
776	0.07125437736	0.9855875831
777	0.07120868839	0.9855875831
778	0.07109255536	0.9855875831
779	0.07106264656	0.9855875831
780	0.07094903255	0.9855875831
781	0.07090639353	0.9855875831
782	0.0708736513	0.9855875831
783	0.07075733707	0.9855875831
784	0.07074197689	0.9855875831
785	0.07058669958	0.9859571323
786	0.07053783869	0.9859571323
787	0.0704465837	0.9859571323
788	0.07044106786	0.9859571323
789	0.07043628566	0.9859571323
790	0.07042806095	0.9859571323
791	0.07037736372	0.9859571323
792	0.0703696343	0.9859571323
793	0.07036530382	0.9859571323
794	0.07023562853	0.9859571323
795	0.07021596795	0.9859571323
796	0.0701874156	0.9859571323
797	0.07004737503	0.9859571323
798	0.07000436069	0.9859571323
799	0.06994660785	0.9859571323
800	0.06994227085	0.9859571323
801	0.06990065147	0.9859571323
802	0.06981102826	0.9859571323
803	0.06980664174	0.9859571323
804	0.06978734198	0.9859571323
805	0.06971818559	0.9859571323
806	0.06957322913	0.9859571323
807	0.06953744561	0.9859571323
808	0.06946067477	0.9863266814
809	0.0693111138	0.9863266814
810	0.06909402237	0.9863266814
811	0.06908688791	0.9863266814
812	0.0689827788	0.9863266814
813	0.06888254486	0.9866962306
814	0.0688236472	0.9866962306
815	0.06868432098	0.9866962306
816	0.06858207836	0.9866962306
817	0.06845157446	0.9866962306
818	0.06827570103	0.9866962306
819	0.06826077464	0.9866962306
820	0.06808665752	0.9866962306
821	0.06796602286	0.9866962306
822	0.06788185809	0.9866962306
823	0.06762130166	0.9866962306
824	0.06761726759	0.9866962306
825	0.06755020144	0.9866962306
826	0.06733515469	0.9866962306
827	0.06730793385	0.9866962306
828	0.06715502902	0.9870657797
829	0.06703404395	0.9870657797
830	0.06702684359	0.9870657797
831	0.06699567842	0.9870657797
832	0.06697937166	0.9870657797
833	0.06691792005	0.9870657797
834	0.06685837115	0.9870657797
835	0.06681413452	0.9870657797
836	0.06671992708	0.9870657797
837	0.06656654052	0.9870657797
838	0.06647765046	0.9870657797
839	0.06647292343	0.9870657797
840	0.06632155797	0.9870657797
841	0.06624354176	0.9870657797
842	0.06623929351	0.9870657797
843	0.06614115726	0.9870657797
844	0.06606638501	0.9870657797
845	0.06606200549	0.9870657797
846	0.0660122883	0.9870657797
847	0.06573967199	0.9870657797
848	0.06560999892	0.9870657797
849	0.06544969133	0.9870657797
850	0.06515566414	0.9870657797
851	0.06513380338	0.9870657797
852	0.06498288166	0.9870657797
853	0.06494288204	0.9870657797
854	0.06471551699	0.9870657797
855	0.06469666139	0.9870657797
856	0.06465533399	0.9870657797
857	0.06463459728	0.9870657797
858	0.06455140935	0.9870657797
859	0.06448246418	0.9870657797
860	0.06447581738	0.9870657797
861	0.06431182803	0.9870657797
862	0.06425446205	0.9870657797
863	0.06422109299	0.9870657797
864	0.06409256385	0.9870657797
865	0.0640884717	0.9870657797
866	0.06408428056	0.9870657797
867	0.06406133306	0.9870657797
868	0.0640447756	0.9870657797
869	0.06394786963	0.9870657797
870	0.06385500154	0.9870657797
871	0.0637875232	0.9870657797
872	0.06360972962	0.9870657797
873	0.06357429767	0.9870657797
874	0.06340043564	0.9870657797
875	0.06338405408	0.9870657797
876	0.06331800286	0.9870657797
877	0.06325602007	0.9870657797
878	0.06325226144	0.9870657797
879	0.06324846268	0.9870657797
880	0.06318615888	0.9870657797
881	0.06310664351	0.9870657797
882	0.06296629125	0.9870657797
883	0.06291923359	0.9870657797
